"heads_heads","tails_heads","N_start_heads_up","N_start_tails_up","same_side","N","person","coin","agg","from","to","mean_toss"
25,27,52,48,46,100,"alexandraS","1EUR",93,9235,9334,9284.5
19,25,44,56,50,100,"alexandraS","1DEM",94,9335,9434,9384.5
32,25,58,42,49,100,"alexandraS","1DEM",95,9435,9534,9484.5
19,26,45,55,48,100,"alexandraS","1DEM",96,9535,9634,9584.5
33,20,53,47,60,100,"alexandraS","1DEM",97,9635,9734,9684.5
26,26,53,47,47,100,"alexandraS","1DEM",98,9735,9834,9784.5
21,25,46,54,50,100,"alexandraS","1DEM",99,9835,9934,9884.5
23,25,48,52,50,100,"alexandraS","1DEM",100,9935,10034,9984.5
28,26,53,47,49,100,"alexandraS","1DEM",101,10035,10134,10084.5
28,28,56,44,44,100,"alexandraS","1DEM",102,10135,10234,10184.5
20,24,45,55,51,100,"alexandraS","1DEM",103,10235,10334,10284.5
25,25,50,50,50,100,"alexandraS","2EUR",104,10335,10434,10384.5
27,24,50,50,53,100,"alexandraS","2EUR",105,10435,10534,10484.5
24,27,51,49,46,100,"alexandraS","2EUR",106,10535,10634,10584.5
31,21,51,49,59,100,"alexandraS","2EUR",107,10635,10734,10684.5
24,27,51,49,46,100,"alexandraS","2EUR",108,10735,10834,10784.5
29,21,50,50,58,100,"alexandraS","2EUR",109,10835,10934,10884.5
28,28,57,43,43,100,"alexandraS","2EUR",110,10935,11034,10984.5
24,25,48,52,51,100,"alexandraS","2EUR",111,11035,11134,11084.5
22,23,45,55,54,100,"alexandraS","2EUR",112,11135,11234,11184.5
12,25,37,63,50,100,"alexandraS","2EUR",113,11235,11334,11284.5
22,24,46,54,52,100,"alexandraS","1CAD",114,11335,11434,11384.5
33,25,58,42,50,100,"alexandraS","1CAD",115,11435,11534,11484.5
24,26,50,50,48,100,"alexandraS","1CAD",116,11535,11634,11584.5
20,25,46,54,49,100,"alexandraS","1CAD",117,11635,11734,11684.5
28,24,52,48,52,100,"alexandraS","1CAD",118,11735,11834,11784.5
25,22,47,53,56,100,"alexandraS","1CAD",119,11835,11934,11884.5
34,21,55,45,58,100,"alexandraS","1CAD",120,11935,12034,11984.5
20,27,47,53,46,100,"alexandraS","1CAD",121,12035,12134,12084.5
32,23,55,45,54,100,"alexandraS","1CAD",122,12135,12234,12184.5
21,24,45,55,52,100,"alexandraS","1CAD",123,12235,12334,12284.5
34,17,51,49,66,100,"alexandraS","10CZK",124,12335,12434,12384.5
36,23,59,41,54,100,"alexandraS","10CZK",125,12435,12534,12484.5
30,27,58,42,45,100,"alexandraS","10CZK",126,12535,12634,12584.5
34,21,55,45,58,100,"alexandraS","10CZK",127,12635,12734,12684.5
21,25,47,53,49,100,"alexandraS","10CZK",128,12735,12834,12784.5
25,29,53,47,43,100,"alexandraS","10CZK",129,12835,12934,12884.5
34,23,57,43,54,100,"alexandraS","10CZK",130,12935,13034,12984.5
24,27,51,49,46,100,"alexandraS","10CZK",131,13035,13134,13084.5
30,24,53,47,53,100,"alexandraS","10CZK",132,13135,13234,13184.5
21,24,46,54,51,100,"alexandraS","10CZK",133,13235,13334,13284.5
27,26,54,46,47,100,"alexandraS","0.50EUR",134,13335,13434,13384.5
34,23,56,44,55,100,"alexandraS","0.50EUR",135,13435,13534,13484.5
30,23,52,48,55,100,"alexandraS","0.50EUR",136,13535,13634,13584.5
27,25,52,48,50,100,"alexandraS","0.50EUR",137,13635,13734,13684.5
32,23,56,44,53,100,"alexandraS","0.50EUR",138,13735,13834,13784.5
29,21,49,51,59,100,"alexandraS","0.50EUR",139,13835,13934,13884.5
30,25,55,45,50,100,"alexandraS","0.50EUR",140,13935,14034,13984.5
21,27,48,52,46,100,"alexandraS","0.50EUR",141,14035,14134,14084.5
26,22,48,52,56,100,"alexandraS","0.50EUR",142,14135,14234,14184.5
28,22,51,49,55,100,"alexandraS","0.50EUR",143,14235,14334,14284.5
30,28,58,42,44,100,"alexandraS","0.20EUR",144,14335,14434,14384.5
26,25,52,48,49,100,"alexandraS","0.20EUR",145,14435,14534,14484.5
28,26,53,47,49,100,"alexandraS","0.20EUR",146,14535,14634,14584.5
28,25,52,48,51,100,"alexandraS","0.20EUR",147,14635,14734,14684.5
15,23,39,61,53,100,"alexandraS","0.20EUR",148,14735,14834,14784.5
23,30,53,47,40,100,"alexandraS","0.20EUR",149,14835,14934,14884.5
32,26,57,43,49,100,"alexandraS","0.20EUR",150,14935,15034,14984.5
29,24,53,47,52,100,"alexandraS","0.20EUR",151,15035,15134,15084.5
20,23,43,57,54,100,"alexandraS","0.20EUR",152,15135,15234,15184.5
24,18,42,58,64,100,"alexandraS","0.20EUR",153,15235,15334,15284.5
14,26,39,61,49,100,"alexandraS","2EUR",154,15335,15434,15384.5
27,27,54,46,46,100,"alexandraS","2EUR",155,15435,15534,15484.5
20,22,42,58,56,100,"alexandraS","2EUR",156,15535,15634,15584.5
35,23,59,41,53,100,"alexandraS","2EUR",157,15635,15734,15684.5
31,21,51,49,59,100,"alexandraS","2EUR",158,15735,15834,15784.5
32,24,57,43,51,100,"alexandraS","2EUR",159,15835,15934,15884.5
19,30,49,51,40,100,"alexandraS","2EUR",160,15935,16034,15984.5
32,25,57,43,50,100,"alexandraS","2EUR",161,16035,16134,16084.5
19,25,44,56,50,100,"alexandraS","2EUR",162,16135,16234,16184.5
22,27,49,51,46,100,"alexandraS","2EUR",163,16235,16334,16284.5
25,27,52,48,46,100,"alexandraS","1EUR",164,16335,16434,16384.5
24,25,50,50,49,100,"alexandraS","2EUR",165,16435,16534,16484.5
27,28,55,45,44,100,"alexandraS","2EUR",166,16535,16634,16584.5
15,29,45,55,41,100,"alexandraS","2EUR",167,16635,16734,16684.5
33,23,56,44,54,100,"alexandraS","2EUR",168,16735,16834,16784.5
43,21,64,36,58,100,"alexandraS","2EUR",169,16835,16934,16884.5
22,27,48,52,47,100,"alexandraS","2EUR",170,16935,17034,16984.5
28,27,55,45,46,100,"alexandraS","2EUR",171,17035,17134,17084.5
29,22,51,49,56,100,"alexandraS","2EUR",172,17135,17234,17184.5
22,25,47,53,50,100,"alexandraS","2EUR",173,17235,17334,17284.5
18,25,42,58,51,100,"alexandraS","2EUR",174,17335,17434,17384.5
35,20,55,47,62,102,"madlenH","0.50EUR",1,1,102,51.5
31,24,55,46,53,101,"madlenH","0.50EUR",2,103,203,153
30,19,49,53,64,102,"madlenH","0.50EUR",3,204,305,254.5
35,22,57,44,57,101,"madlenH","0.50EUR",4,306,406,356
31,20,50,51,62,101,"madlenH","0.50EUR",5,407,507,457
18,24,40,62,56,102,"madlenH","0.50EUR",6,508,609,558.5
22,20,43,58,60,101,"madlenH","0.50EUR",7,610,710,660
15,26,41,61,50,102,"madlenH","0.50EUR",8,711,812,761.5
18,26,45,56,48,101,"madlenH","0.50EUR",9,813,913,863
29,25,52,49,53,101,"madlenH","0.50EUR",10,914,1014,964
29,20,51,51,60,102,"madlenH","0.50EUR",11,1015,1116,1065.5
31,22,51,50,59,101,"madlenH","0.50EUR",12,1117,1217,1167
35,22,56,46,59,102,"madlenH","0.50EUR",13,1218,1319,1268.5
20,23,44,57,54,101,"madlenH","0.50EUR",14,1320,1420,1370
24,21,44,57,60,101,"madlenH","0.50EUR",15,1421,1521,1471
35,21,56,46,60,102,"madlenH","0.50EUR",16,1522,1623,1572.5
22,25,47,54,51,101,"madlenH","0.50EUR",17,1624,1724,1674
30,22,52,49,57,101,"madlenH","0.50EUR",18,1725,1825,1775
37,24,60,42,55,102,"madlenH","0.50EUR",19,1826,1927,1876.5
27,25,53,48,50,101,"madlenH","0.50EUR",20,1928,2028,1978
23,21,44,58,60,102,"madlenH","0.50EUR",21,2029,2130,2079.5
37,21,57,44,60,101,"madlenH","0.50EUR",22,2131,2231,2181
27,23,49,52,56,101,"madlenH","0.50EUR",23,2232,2332,2282
24,26,50,52,50,102,"madlenH","0.50EUR",24,2333,2434,2383.5
18,28,46,55,45,101,"madlenH","0.50EUR",25,2435,2535,2485
23,27,50,52,48,102,"madlenH","0.50EUR",26,2536,2637,2586.5
21,31,51,50,40,101,"madlenH","0.50EUR",27,2638,2738,2688
23,28,50,51,46,101,"madlenH","0.50EUR",28,2739,2839,2789
16,34,50,52,34,102,"madlenH","0.50EUR",29,2840,2941,2890.5
22,29,51,50,43,101,"madlenH","0.50EUR",30,2942,3042,2992
20,34,53,48,34,101,"madlenH","0.50EUR",31,3043,3143,3093
17,29,46,56,44,102,"madlenH","0.50EUR",32,3144,3245,3194.5
30,19,50,51,62,101,"madlenH","0.50EUR",33,3246,3346,3296
18,28,45,57,47,102,"madlenH","0.50EUR",34,3347,3448,3397.5
17,26,43,58,49,101,"madlenH","0.50EUR",35,3449,3549,3499
23,21,45,56,58,101,"madlenH","0.50EUR",36,3550,3650,3600
16,20,37,65,61,102,"madlenH","0.50EUR",37,3651,3752,3701.5
24,24,47,54,54,101,"madlenH","0.50EUR",38,3753,3853,3803
19,27,47,55,47,102,"madlenH","0.50EUR",39,3854,3955,3904.5
26,22,47,54,58,101,"madlenH","0.50EUR",40,3956,4056,4006
40,18,59,42,64,101,"madlenH","0.50EUR",41,4057,4157,4107
27,20,47,55,62,102,"madlenH","0.50EUR",42,4158,4259,4208.5
25,22,47,54,57,101,"madlenH","0.50EUR",43,4260,4360,4310
19,27,45,56,48,101,"madlenH","0.50EUR",44,4361,4461,4411
40,20,61,41,61,102,"madlenH","0.50EUR",45,4462,4563,4512.5
9,29,36,65,45,101,"madlenH","0.50EUR",46,4564,4664,4614
19,24,44,58,53,102,"madlenH","0.50EUR",47,4665,4766,4715.5
25,22,47,54,57,101,"madlenH","0.50EUR",48,4767,4867,4817
25,26,51,50,49,101,"madlenH","0.50EUR",49,4868,4968,4918
33,23,56,46,56,102,"madlenH","0.50EUR",50,4969,5070,5019.5
20,25,46,55,50,101,"madlenH","0.50EUR",51,5071,5171,5121
33,23,57,45,55,102,"madlenH","0.50EUR",52,5172,5273,5222.5
18,30,48,53,41,101,"madlenH","0.50EUR",53,5274,5374,5324
20,25,45,56,51,101,"madlenH","0.50EUR",54,5375,5475,5425
28,28,55,47,47,102,"madlenH","0.50EUR",55,5476,5577,5526.5
23,25,48,53,51,101,"madlenH","0.50EUR",56,5578,5678,5628
19,28,46,55,46,101,"madlenH","0.50EUR",57,5679,5779,5729
24,24,49,53,53,102,"madlenH","0.50EUR",58,5780,5881,5830.5
22,21,45,56,57,101,"madlenH","0.50EUR",59,5882,5982,5932
29,25,53,49,53,102,"madlenH","0.50EUR",60,5983,6084,6033.5
23,25,50,51,49,101,"madlenH","0.50EUR",61,6085,6185,6135
26,23,50,51,54,101,"madlenH","0.50EUR",62,6186,6286,6236
29,26,53,49,52,102,"madlenH","0.50EUR",63,6287,6388,6337.5
29,20,49,52,61,101,"madlenH","0.50EUR",64,6389,6489,6439
32,23,55,47,56,102,"madlenH","0.50EUR",65,6490,6591,6540.5
23,28,51,50,45,101,"madlenH","0.50EUR",66,6592,6692,6642
26,28,53,48,46,101,"madlenH","0.50EUR",67,6693,6793,6743
36,20,57,45,61,102,"madlenH","0.50EUR",68,6794,6895,6844.5
22,27,48,53,48,101,"madlenH","0.50EUR",69,6896,6996,6946
27,25,53,49,51,102,"madlenH","0.50EUR",70,6997,7098,7047.5
26,26,52,50,50,102,"henrikG","2EUR",1,1,102,51.5
25,21,46,55,59,101,"henrikG","2EUR",2,103,203,153
17,32,47,54,39,101,"henrikG","2EUR",3,204,304,254
24,25,50,51,50,101,"henrikG","2EUR",4,305,405,355
30,24,54,47,53,101,"henrikG","2EUR",5,406,506,456
18,23,40,61,56,101,"henrikG","2EUR",6,507,607,557
26,26,52,49,49,101,"henrikG","2EUR",7,608,708,658
20,26,47,54,48,101,"henrikG","2EUR",8,709,809,759
23,23,45,56,56,101,"henrikG","2EUR",9,810,910,860
32,25,56,46,53,102,"henrikG","2EUR",10,911,1012,961.5
16,26,43,58,48,101,"henrikG","2EUR",11,1013,1113,1063
17,25,43,58,50,101,"henrikG","2EUR",12,1114,1214,1164
25,24,48,53,54,101,"henrikG","2EUR",13,1215,1315,1265
25,22,47,54,57,101,"henrikG","2EUR",14,1316,1416,1366
24,24,47,54,54,101,"henrikG","2EUR",15,1417,1517,1467
32,24,55,46,54,101,"henrikG","2EUR",16,1518,1618,1568
26,22,47,54,58,101,"henrikG","2EUR",17,1619,1719,1669
29,18,47,54,65,101,"henrikG","2EUR",18,1720,1820,1770
32,23,55,47,56,102,"henrikG","2EUR",19,1821,1922,1871.5
25,24,49,52,53,101,"henrikG","2EUR",20,1923,2023,1973
24,22,46,55,57,101,"henrikG","2EUR",21,2024,2124,2074
28,24,52,49,53,101,"henrikG","2EUR",22,2125,2225,2175
23,26,49,52,49,101,"henrikG","2EUR",23,2226,2326,2276
22,29,51,50,43,101,"henrikG","2EUR",24,2327,2427,2377
23,27,51,50,46,101,"henrikG","2EUR",25,2428,2528,2478
32,21,54,47,58,101,"henrikG","2EUR",26,2529,2629,2579
22,29,50,51,44,101,"henrikG","2EUR",27,2630,2730,2680
28,25,55,47,50,102,"henrikG","2EUR",28,2731,2832,2781.5
22,23,43,58,57,101,"henrikG","2EUR",29,2833,2933,2883
25,24,49,52,53,101,"henrikG","2EUR",30,2934,3034,2984
30,24,53,48,54,101,"henrikG","2EUR",31,3035,3135,3085
28,25,54,47,50,101,"henrikG","2EUR",32,3136,3236,3186
23,25,48,53,51,101,"henrikG","2EUR",33,3237,3337,3287
26,27,53,48,47,101,"henrikG","2EUR",34,3338,3438,3388
24,27,49,52,49,101,"henrikG","2EUR",35,3439,3539,3489
23,26,50,51,48,101,"henrikG","2EUR",36,3540,3640,3590
30,27,55,47,50,102,"henrikG","2EUR",37,3641,3742,3691.5
31,21,53,48,58,101,"henrikG","2EUR",38,3743,3843,3793
17,27,44,57,47,101,"henrikG","2EUR",39,3844,3944,3894
28,25,54,47,50,101,"henrikG","2EUR",40,3945,4045,3995
22,21,42,59,60,101,"henrikG","2EUR",41,4046,4146,4096
28,27,56,45,46,101,"henrikG","2EUR",42,4147,4247,4197
20,26,46,55,49,101,"henrikG","2EUR",43,4248,4348,4298
23,28,52,49,44,101,"henrikG","2EUR",44,4349,4449,4399
17,30,45,56,43,101,"henrikG","2EUR",45,4450,4550,4500
27,22,51,51,56,102,"henrikG","2EUR",46,4551,4652,4601.5
24,30,53,48,42,101,"henrikG","2EUR",47,4653,4753,4703
24,24,48,53,53,101,"henrikG","2EUR",48,4754,4854,4804
31,25,55,46,52,101,"henrikG","2EUR",49,4855,4955,4905
24,27,52,49,46,101,"henrikG","2EUR",50,4956,5056,5006
26,22,49,52,56,101,"henrikG","2EUR",51,5057,5157,5107
27,25,52,49,51,101,"henrikG","2EUR",52,5158,5258,5208
30,27,56,45,48,101,"henrikG","2EUR",53,5259,5359,5309
33,19,53,48,62,101,"henrikG","2EUR",54,5360,5460,5410
21,21,42,60,60,102,"henrikG","2EUR",55,5461,5562,5511.5
26,25,51,50,51,101,"henrikG","2EUR",56,5563,5663,5613
19,29,49,52,42,101,"henrikG","2EUR",57,5664,5764,5714
28,25,54,47,50,101,"henrikG","2EUR",58,5765,5865,5815
21,25,45,56,52,101,"henrikG","2EUR",59,5866,5966,5916
24,25,50,51,50,101,"henrikG","2EUR",60,5967,6067,6017
22,25,47,54,51,101,"henrikG","2EUR",61,6068,6168,6118
32,21,53,48,59,101,"henrikG","2EUR",62,6169,6269,6219
23,27,50,51,47,101,"henrikG","2EUR",63,6270,6370,6320
26,25,52,50,51,102,"henrikG","2EUR",64,6371,6472,6421.5
40,23,62,39,56,101,"henrikG","2EUR",65,6473,6573,6523
19,29,49,52,42,101,"henrikG","2EUR",66,6574,6674,6624
27,21,47,54,60,101,"henrikG","2EUR",67,6675,6775,6725
27,20,48,53,60,101,"henrikG","2EUR",68,6776,6876,6826
22,25,46,55,52,101,"henrikG","2EUR",69,6877,6977,6927
39,21,61,40,58,101,"henrikG","2EUR",70,6978,7078,7028
28,23,51,50,55,101,"henrikG","2EUR",71,7079,7179,7129
25,24,51,50,51,101,"henrikG","2EUR",72,7180,7280,7230
21,29,50,52,44,102,"henrikG","2EUR",73,7281,7382,7331.5
23,24,47,53,52,100,"henrikG","1CAD",74,7383,7482,7432.5
25,28,52,48,45,100,"henrikG","1CAD",75,7483,7582,7532.5
24,23,47,53,54,100,"henrikG","1CAD",76,7583,7682,7632.5
28,22,50,50,56,100,"henrikG","1CAD",77,7683,7782,7732.5
30,25,55,45,50,100,"henrikG","1CAD",78,7783,7882,7832.5
20,26,47,53,47,100,"henrikG","1CAD",79,7883,7982,7932.5
26,26,52,48,48,100,"henrikG","1CAD",80,7983,8082,8032.5
16,25,40,60,51,100,"henrikG","1CAD",81,8083,8182,8132.5
29,24,52,48,53,100,"henrikG","1CAD",82,8183,8282,8232.5
22,24,46,54,52,100,"henrikG","2EUR",83,8283,8382,8332.5
27,27,55,45,45,100,"henrikG","2EUR",84,8383,8482,8432.5
17,24,41,59,52,100,"henrikG","2EUR",85,8483,8582,8532.5
23,29,52,48,42,100,"henrikG","2EUR",86,8583,8682,8632.5
24,26,49,51,49,100,"henrikG","2EUR",87,8683,8782,8732.5
24,21,46,54,57,100,"henrikG","2EUR",88,8783,8882,8832.5
25,27,53,47,45,100,"henrikG","2EUR",89,8883,8982,8932.5
34,24,59,41,51,100,"henrikG","2EUR",90,8983,9082,9032.5
28,26,53,47,49,100,"henrikG","2EUR",91,9083,9182,9132.5
28,24,53,47,51,100,"henrikG","2EUR",92,9183,9282,9232.5
20,29,48,52,43,100,"henrikG","0.50EUR",93,9283,9382,9332.5
30,27,57,43,46,100,"henrikG","0.50EUR",94,9383,9482,9432.5
24,28,52,48,44,100,"henrikG","0.50EUR",95,9483,9582,9532.5
29,22,52,48,55,100,"henrikG","0.50EUR",96,9583,9682,9632.5
21,24,46,54,51,100,"henrikG","0.50EUR",97,9683,9782,9732.5
33,24,58,42,51,100,"henrikG","0.50EUR",98,9783,9882,9832.5
16,25,41,59,50,100,"henrikG","0.50EUR",99,9883,9982,9932.5
28,27,55,45,46,100,"henrikG","0.50EUR",100,9983,10082,10032.5
26,23,49,51,54,100,"henrikG","0.50EUR",101,10083,10182,10132.5
35,25,61,39,49,100,"henrikG","0.50EUR",102,10183,10282,10232.5
28,25,53,47,50,100,"henrikG","10CZK",103,10283,10382,10332.5
23,27,49,51,47,100,"henrikG","10CZK",104,10383,10482,10432.5
25,23,49,51,53,100,"henrikG","10CZK",105,10483,10582,10532.5
28,23,51,49,54,100,"henrikG","10CZK",106,10583,10682,10632.5
17,27,44,56,46,100,"henrikG","10CZK",107,10683,10782,10732.5
29,20,49,51,60,100,"henrikG","10CZK",108,10783,10882,10832.5
30,24,54,46,52,100,"henrikG","10CZK",109,10883,10982,10932.5
34,23,58,42,53,100,"henrikG","10CZK",110,10983,11082,11032.5
27,21,48,52,58,100,"henrikG","10CZK",111,11083,11182,11132.5
35,23,58,42,54,100,"henrikG","10CZK",112,11183,11282,11232.5
24,26,50,50,48,100,"henrikG","50CZK",113,11283,11382,11332.5
35,20,56,44,59,100,"henrikG","50CZK",114,11383,11482,11432.5
23,26,50,50,47,100,"henrikG","50CZK",115,11483,11582,11532.5
13,29,41,59,43,100,"henrikG","50CZK",116,11583,11682,11632.5
34,23,56,44,55,100,"henrikG","50CZK",117,11683,11782,11732.5
29,26,56,44,47,100,"henrikG","2EUR",118,11783,11882,11832.5
28,24,52,48,52,100,"henrikG","2EUR",119,11883,11982,11932.5
27,24,50,50,53,100,"henrikG","2EUR",120,11983,12082,12032.5
31,21,52,48,58,100,"henrikG","2EUR",121,12083,12182,12132.5
29,24,53,47,52,100,"henrikG","2EUR",122,12183,12282,12232.5
29,26,56,44,47,100,"henrikG","2EUR",123,12283,12382,12332.5
24,24,48,52,52,100,"henrikG","2EUR",124,12383,12482,12432.5
26,22,49,51,55,100,"henrikG","2EUR",125,12483,12582,12532.5
27,22,50,50,55,100,"henrikG","2EUR",126,12583,12682,12632.5
19,27,46,54,46,100,"henrikG","1EUR",127,12683,12782,12732.5
38,22,59,41,57,100,"henrikG","1EUR",128,12783,12882,12832.5
24,26,49,51,49,100,"henrikG","1EUR",129,12883,12982,12932.5
20,26,45,55,49,100,"henrikG","1EUR",130,12983,13082,13032.5
29,26,55,45,48,100,"henrikG","1EUR",131,13083,13182,13132.5
22,27,49,51,46,100,"henrikG","1EUR",132,13183,13282,13232.5
33,25,58,42,50,100,"henrikG","1EUR",133,13283,13382,13332.5
29,21,51,49,57,100,"henrikG","1EUR",134,13383,13482,13432.5
26,20,45,55,61,100,"henrikG","1EUR",135,13483,13582,13532.5
21,30,52,48,39,100,"henrikG","1EUR",136,13583,13682,13632.5
36,24,60,40,52,100,"henrikG","10CZK",137,13683,13782,13732.5
27,28,55,45,44,100,"henrikG","10CZK",138,13783,13882,13832.5
32,26,58,42,48,100,"henrikG","10CZK",139,13883,13982,13932.5
33,23,55,45,55,100,"henrikG","10CZK",140,13983,14082,14032.5
26,22,47,53,57,100,"henrikG","10CZK",141,14083,14182,14132.5
31,25,55,45,51,100,"henrikG","10CZK",142,14183,14282,14232.5
23,26,50,50,47,100,"henrikG","10CZK",143,14283,14382,14332.5
28,24,52,48,52,100,"henrikG","10CZK",144,14383,14482,14432.5
31,28,59,41,44,100,"henrikG","10CZK",145,14483,14582,14532.5
23,30,52,48,41,100,"henrikG","10CZK",146,14583,14682,14632.5
36,26,61,39,49,100,"henrikG","1DEM",147,14683,14782,14732.5
19,28,47,53,44,100,"henrikG","1DEM",148,14783,14882,14832.5
15,26,41,59,48,100,"henrikG","1DEM",149,14883,14982,14932.5
16,28,45,55,43,100,"henrikG","1DEM",150,14983,15082,15032.5
23,24,47,53,52,100,"henrikG","1DEM",151,15083,15182,15132.5
19,28,47,53,44,100,"henrikG","1DEM",152,15183,15282,15232.5
22,23,46,54,53,100,"henrikG","1DEM",153,15283,15382,15332.5
34,20,55,45,59,100,"henrikG","1DEM",154,15383,15482,15432.5
23,25,47,53,51,100,"henrikG","1DEM",155,15483,15582,15532.5
28,28,56,44,44,100,"henrikG","1DEM",156,15583,15682,15632.5
20,29,49,51,42,100,"henrikG","0.01GBP",157,15683,15782,15732.5
22,25,47,53,50,100,"henrikG","0.01GBP",158,15783,15882,15832.5
17,28,44,56,45,100,"henrikG","0.01GBP",159,15883,15982,15932.5
23,30,53,47,40,100,"henrikG","0.01GBP",160,15983,16082,16032.5
23,25,47,53,51,100,"henrikG","0.01GBP",161,16083,16182,16132.5
25,22,48,52,55,100,"henrikG","0.01GBP",162,16183,16282,16232.5
33,21,55,45,57,100,"henrikG","0.01GBP",163,16283,16382,16332.5
23,26,49,51,48,100,"henrikG","0.01GBP",164,16383,16482,16432.5
21,30,50,50,41,100,"henrikG","0.01GBP",165,16483,16582,16532.5
28,27,55,45,46,100,"henrikG","0.01GBP",166,16583,16682,16632.5
23,24,47,53,52,100,"henrikG","50CZK",167,16683,16782,16732.5
29,26,55,45,48,100,"henrikG","50CZK",168,16783,16882,16832.5
25,29,54,46,42,100,"henrikG","50CZK",169,16883,16982,16932.5
18,27,45,55,46,100,"henrikG","50CZK",170,16983,17082,17032.5
29,28,58,42,43,100,"henrikG","50CZK",171,17083,17182,17132.5
31,23,53,48,56,101,"adamF","5ZAR",1,1,101,51
30,24,54,46,52,100,"adamF","5ZAR",2,102,201,151.5
18,25,44,56,49,100,"adamF","5ZAR",3,202,301,251.5
29,20,48,52,61,100,"adamF","5ZAR",4,302,401,351.5
27,24,51,50,53,101,"adamF","5ZAR",5,402,502,452
39,22,61,39,56,100,"adamF","5ZAR",6,503,602,552.5
17,27,44,56,46,100,"adamF","5ZAR",7,603,702,652.5
26,22,48,52,56,100,"adamF","5ZAR",8,703,802,752.5
24,26,51,49,47,100,"adamF","5ZAR",9,803,902,852.5
32,28,59,42,46,101,"adamF","5ZAR",10,903,1003,953
22,21,44,56,57,100,"adamF","5ZAR",11,1004,1103,1053.5
18,26,44,56,48,100,"adamF","5ZAR",12,1104,1203,1153.5
12,22,33,67,57,100,"adamF","5ZAR",13,1204,1303,1253.5
32,23,56,45,54,101,"adamF","5ZAR",14,1304,1404,1354
19,27,45,55,47,100,"adamF","5ZAR",15,1405,1504,1454.5
23,24,47,53,52,100,"adamF","5ZAR",16,1505,1604,1554.5
25,24,49,51,52,100,"adamF","5ZAR",17,1605,1704,1654.5
22,23,46,54,53,100,"adamF","5ZAR",18,1705,1804,1754.5
22,25,46,55,52,101,"adamF","5ZAR",19,1805,1905,1855
36,24,60,40,52,100,"adamF","5ZAR",20,1906,2005,1955.5
33,22,56,44,55,100,"adamF","5ZAR",21,2006,2105,2055.5
25,24,48,52,53,100,"adamF","5ZAR",22,2106,2205,2155.5
23,26,49,51,48,100,"adamF","5ZAR",23,2206,2305,2255.5
29,21,51,50,58,101,"adamF","5ZAR",24,2306,2406,2356
27,24,51,49,52,100,"adamF","5ZAR",25,2407,2506,2456.5
20,22,42,58,56,100,"adamF","5ZAR",26,2507,2606,2556.5
24,28,52,48,44,100,"adamF","5ZAR",27,2607,2706,2656.5
32,23,55,46,55,101,"adamF","5ZAR",28,2707,2807,2757
30,24,54,47,53,101,"adamF","0.05EUR",29,2808,2908,2858
39,22,61,39,56,100,"adamF","0.05EUR",30,2909,3008,2958.5
36,20,57,43,59,100,"adamF","0.05EUR",31,3009,3108,3058.5
20,27,46,54,47,100,"adamF","0.05EUR",32,3109,3208,3158.5
30,23,53,47,54,100,"adamF","0.05EUR",33,3209,3308,3258.5
30,26,56,44,48,100,"adamF","0.05EUR",34,3309,3408,3358.5
24,22,47,53,55,100,"adamF","0.05EUR",35,3409,3508,3458.5
32,18,49,51,65,100,"adamF","0.05EUR",36,3509,3608,3558.5
32,24,57,43,51,100,"adamF","0.05EUR",37,3609,3708,3658.5
27,20,47,54,61,101,"adamF","0.05EUR",38,3709,3809,3759
19,24,44,57,52,101,"adamF","5ZAR",39,3810,3910,3860
33,23,55,45,55,100,"adamF","5ZAR",40,3911,4010,3960.5
32,26,58,43,49,101,"adamF","5ZAR",41,4011,4111,4061
30,22,52,48,56,100,"adamF","5ZAR",42,4112,4211,4161.5
22,26,48,52,48,100,"adamF","5ZAR",43,4212,4311,4261.5
31,22,54,47,56,101,"adamF","5ZAR",44,4312,4412,4362
28,23,51,49,54,100,"adamF","5ZAR",45,4413,4512,4462.5
31,24,54,47,54,101,"adamF","5ZAR",46,4513,4613,4563
27,25,52,48,50,100,"adamF","5ZAR",47,4614,4713,4663.5
23,27,50,50,46,100,"adamF","5ZAR",48,4714,4813,4763.5
