"heads_heads","tails_heads","N_start_heads_up","N_start_tails_up","same_side","N","person","coin","agg","from","to","mean_toss"
26,24,51,49,51,100,"jonasP","10CZK",74,7397,7496,7446.5
37,24,60,40,53,100,"jonasP","10CZK",75,7497,7596,7546.5
21,23,44,56,54,100,"jonasP","10CZK",76,7597,7696,7646.5
23,26,49,51,48,100,"jonasP","10CZK",77,7697,7796,7746.5
28,26,53,47,49,100,"jonasP","10CZK",78,7797,7896,7846.5
26,24,51,49,51,100,"jonasP","10CZK",79,7897,7996,7946.5
25,25,51,49,49,100,"jonasP","0.20GEL",80,7997,8096,8046.5
16,23,39,61,54,100,"jonasP","0.20GEL",81,8097,8196,8146.5
25,24,48,52,53,100,"jonasP","0.20GEL",82,8197,8296,8246.5
19,26,45,55,48,100,"jonasP","0.20GEL",83,8297,8396,8346.5
37,20,57,43,60,100,"jonasP","0.20GEL",84,8397,8496,8446.5
28,27,56,44,45,100,"jonasP","0.20GEL",85,8497,8596,8546.5
28,25,52,48,51,100,"jonasP","0.20GEL",86,8597,8696,8646.5
31,25,57,43,49,100,"jonasP","0.20GEL",87,8697,8796,8746.5
27,25,52,48,50,100,"jonasP","0.20GEL",88,8797,8896,8846.5
27,23,51,49,53,100,"jonasP","0.20GEL",89,8897,8996,8946.5
29,29,57,43,43,100,"jonasP","2EUR",90,8997,9096,9046.5
25,21,45,55,59,100,"jonasP","2EUR",91,9097,9196,9146.5
31,19,51,49,61,100,"jonasP","2EUR",92,9197,9296,9246.5
24,26,50,50,48,100,"jonasP","2EUR",93,9297,9396,9346.5
25,25,49,51,51,100,"jonasP","2EUR",94,9397,9496,9446.5
21,26,46,54,49,100,"jonasP","2EUR",95,9497,9596,9546.5
18,27,46,54,45,100,"jonasP","2EUR",96,9597,9696,9646.5
21,24,46,54,51,100,"jonasP","2EUR",97,9697,9796,9746.5
25,24,49,51,52,100,"jonasP","2EUR",98,9797,9896,9846.5
27,24,51,49,52,100,"jonasP","2EUR",99,9897,9996,9946.5
26,25,52,48,49,100,"pierreG","1CHF",1,1,100,50.5
32,25,56,44,51,100,"pierreG","1CHF",2,101,200,150.5
19,23,43,57,53,100,"pierreG","1CHF",3,201,300,250.5
17,26,43,57,48,100,"pierreG","1CHF",4,301,400,350.5
38,21,59,41,58,100,"pierreG","1CHF",5,401,500,450.5
33,27,59,41,47,100,"pierreG","1CHF",6,501,600,550.5
25,24,50,50,51,100,"pierreG","1CHF",7,601,700,650.5
20,27,46,54,47,100,"pierreG","1CHF",8,701,800,750.5
30,29,59,41,42,100,"pierreG","1CHF",9,801,900,850.5
29,28,56,44,45,100,"pierreG","1CHF",10,901,1000,950.5
18,30,48,52,40,100,"pierreG","1CHF",11,1001,1100,1050.5
19,28,46,54,45,100,"pierreG","1CHF",12,1101,1200,1150.5
29,23,53,47,53,100,"pierreG","1CHF",13,1201,1300,1250.5
27,23,49,51,55,100,"pierreG","1CHF",14,1301,1400,1350.5
24,26,50,50,48,100,"pierreG","1CHF",15,1401,1500,1450.5
40,20,60,40,60,100,"pierreG","5CZK",16,1501,1600,1550.5
25,25,51,49,49,100,"pierreG","5CZK",17,1601,1700,1650.5
27,18,45,55,64,100,"pierreG","5CZK",18,1701,1800,1750.5
29,19,49,51,61,100,"pierreG","5CZK",19,1801,1900,1850.5
21,25,46,54,50,100,"pierreG","5CZK",20,1901,2000,1950.5
18,25,43,57,50,100,"pierreG","5CZK",21,2001,2100,2050.5
22,28,50,50,44,100,"pierreG","5CZK",22,2101,2200,2150.5
23,28,52,48,43,100,"pierreG","5CZK",23,2201,2300,2250.5
22,28,50,50,44,100,"pierreG","5CZK",24,2301,2400,2350.5
22,22,45,55,55,100,"pierreG","5CZK",25,2401,2500,2450.5
34,24,57,43,53,100,"pierreG","5CZK",26,2501,2600,2550.5
30,24,55,45,51,100,"pierreG","5CZK",27,2601,2700,2650.5
28,28,55,45,45,100,"pierreG","5CZK",28,2701,2800,2750.5
19,24,43,57,52,100,"pierreG","5CZK",29,2801,2900,2850.5
24,31,55,45,38,100,"pierreG","5CZK",30,2901,3000,2950.5
29,23,53,47,53,100,"pierreG","1CNY",31,3001,3100,3050.5
19,27,45,55,47,100,"pierreG","1CNY",32,3101,3200,3150.5
24,24,49,51,51,100,"pierreG","1CNY",33,3201,3300,3250.5
16,28,43,57,45,100,"pierreG","1CNY",34,3301,3400,3350.5
22,29,51,49,42,100,"pierreG","1CNY",35,3401,3500,3450.5
27,26,53,47,48,100,"pierreG","1CNY",36,3501,3600,3550.5
29,24,53,47,52,100,"pierreG","1CNY",37,3601,3700,3650.5
13,23,36,64,54,100,"pierreG","1CNY",38,3701,3800,3750.5
26,24,50,50,52,100,"pierreG","1CNY",39,3801,3900,3850.5
29,23,52,48,54,100,"pierreG","1CNY",40,3901,4000,3950.5
29,26,55,45,48,100,"pierreG","1CNY",41,4001,4100,4050.5
11,30,41,59,40,100,"pierreG","1CNY",42,4101,4200,4150.5
35,20,56,44,59,100,"pierreG","1CNY",43,4201,4300,4250.5
32,23,54,46,55,100,"pierreG","1CNY",44,4301,4400,4350.5
40,26,67,33,47,100,"pierreG","1CNY",45,4401,4500,4450.5
29,24,53,47,52,100,"pierreG","100JPY",46,4501,4600,4550.5
22,27,49,51,46,100,"pierreG","100JPY",47,4601,4700,4650.5
32,24,55,45,53,100,"pierreG","100JPY",48,4701,4800,4750.5
16,26,42,58,48,100,"pierreG","100JPY",49,4801,4900,4850.5
24,27,50,50,47,100,"pierreG","100JPY",50,4901,5000,4950.5
26,23,49,51,54,100,"pierreG","100JPY",51,5001,5100,5050.5
22,27,48,52,47,100,"pierreG","100JPY",52,5101,5200,5150.5
20,25,46,54,49,100,"pierreG","100JPY",53,5201,5300,5250.5
35,19,54,46,62,100,"pierreG","100JPY",54,5301,5400,5350.5
19,25,45,55,49,100,"pierreG","100JPY",55,5401,5500,5450.5
29,25,53,47,51,100,"pierreG","100JPY",56,5501,5600,5550.5
34,22,56,44,56,100,"pierreG","100JPY",57,5601,5700,5650.5
32,24,56,44,52,100,"pierreG","100JPY",58,5701,5800,5750.5
22,24,47,53,51,100,"pierreG","100JPY",59,5801,5900,5850.5
18,30,48,52,40,100,"pierreG","100JPY",60,5901,6000,5950.5
26,23,49,51,54,100,"pierreG","5JPY",61,6001,6100,6050.5
30,27,56,44,47,100,"pierreG","5JPY",62,6101,6200,6150.5
34,23,58,42,53,100,"pierreG","5JPY",63,6201,6300,6250.5
29,28,57,43,44,100,"pierreG","5JPY",64,6301,6400,6350.5
13,23,36,64,54,100,"pierreG","5JPY",65,6401,6500,6450.5
30,24,53,47,53,100,"pierreG","5JPY",66,6501,6600,6550.5
19,25,45,55,49,100,"pierreG","5JPY",67,6601,6700,6650.5
26,24,49,51,53,100,"pierreG","5JPY",68,6701,6800,6750.5
37,21,58,42,58,100,"pierreG","5JPY",69,6801,6900,6850.5
25,30,55,45,40,100,"pierreG","5JPY",70,6901,7000,6950.5
27,25,52,48,50,100,"pierreG","5JPY",71,7001,7100,7050.5
15,23,38,62,54,100,"pierreG","5JPY",72,7101,7200,7150.5
17,24,42,58,51,100,"pierreG","5JPY",73,7201,7300,7250.5
23,27,50,50,46,100,"pierreG","5JPY",74,7301,7400,7350.5
25,23,49,51,53,100,"pierreG","5JPY",75,7401,7500,7450.5
33,25,58,42,50,100,"pierreG","2CHF",76,7501,7600,7550.5
27,25,52,48,50,100,"pierreG","2CHF",77,7601,7700,7650.5
30,24,53,47,53,100,"pierreG","2CHF",78,7701,7800,7750.5
24,25,50,50,49,100,"pierreG","2CHF",79,7801,7900,7850.5
17,23,40,60,54,100,"pierreG","2CHF",80,7901,8000,7950.5
27,24,52,48,51,100,"pierreG","2CHF",81,8001,8100,8050.5
30,29,59,41,42,100,"pierreG","2CHF",82,8101,8200,8150.5
21,25,47,53,49,100,"pierreG","2CHF",83,8201,8300,8250.5
35,21,55,45,59,100,"pierreG","2CHF",84,8301,8400,8350.5
26,28,54,46,44,100,"pierreG","2CHF",85,8401,8500,8450.5
22,22,44,56,56,100,"pierreG","2CHF",86,8501,8600,8550.5
28,21,50,50,57,100,"pierreG","2CHF",87,8601,8700,8650.5
21,28,48,52,45,100,"pierreG","2CHF",88,8701,8800,8750.5
20,26,46,54,48,100,"pierreG","2CHF",89,8801,8900,8850.5
27,25,51,49,51,100,"pierreG","2CHF",90,8901,9000,8950.5
12,21,34,66,57,100,"pierreG","2EUR",91,9001,9100,9050.5
24,24,47,53,53,100,"pierreG","2EUR",92,9101,9200,9150.5
24,28,53,47,43,100,"pierreG","2EUR",93,9201,9300,9250.5
29,24,52,48,53,100,"pierreG","2EUR",94,9301,9400,9350.5
32,22,54,46,56,100,"pierreG","2EUR",95,9401,9500,9450.5
21,28,48,52,45,100,"pierreG","2EUR",96,9501,9600,9550.5
21,24,46,54,51,100,"pierreG","2EUR",97,9601,9700,9650.5
20,26,45,55,49,100,"pierreG","2EUR",98,9701,9800,9750.5
17,22,40,60,55,100,"pierreG","2EUR",99,9801,9900,9850.5
27,28,54,46,45,100,"pierreG","2EUR",100,9901,10000,9950.5
30,24,54,46,52,100,"pierreG","2EUR",101,10001,10100,10050.5
28,27,54,46,47,100,"pierreG","2EUR",102,10101,10200,10150.5
19,26,46,54,47,100,"pierreG","2EUR",103,10201,10300,10250.5
34,24,58,42,52,100,"pierreG","2EUR",104,10301,10400,10350.5
26,23,49,51,54,100,"pierreG","2EUR",105,10401,10500,10450.5
18,25,43,57,50,100,"pierreG","1EUR",106,10501,10600,10550.5
27,25,53,47,49,100,"pierreG","1EUR",107,10601,10700,10650.5
30,23,52,48,55,100,"pierreG","1EUR",108,10701,10800,10750.5
26,22,49,51,55,100,"pierreG","1EUR",109,10801,10900,10850.5
29,25,53,47,51,100,"pierreG","1EUR",110,10901,11000,10950.5
28,24,52,48,52,100,"pierreG","1EUR",111,11001,11100,11050.5
28,21,49,51,58,100,"pierreG","1EUR",112,11101,11200,11150.5
22,26,48,52,48,100,"pierreG","1EUR",113,11201,11300,11250.5
24,29,53,47,42,100,"pierreG","1EUR",114,11301,11400,11350.5
24,24,49,51,51,100,"pierreG","1EUR",115,11401,11500,11450.5
33,27,59,41,47,100,"pierreG","1EUR",116,11501,11600,11550.5
34,26,61,39,47,100,"pierreG","1EUR",117,11601,11700,11650.5
21,24,45,55,52,100,"pierreG","1EUR",118,11701,11800,11750.5
22,26,48,52,48,100,"pierreG","1EUR",119,11801,11900,11850.5
29,26,54,46,49,100,"pierreG","1EUR",120,11901,12000,11950.5
38,21,59,41,58,100,"pierreG","0.50EUR",121,12001,12100,12050.5
15,26,41,59,48,100,"pierreG","0.50EUR",122,12101,12200,12150.5
36,26,63,37,47,100,"pierreG","0.50EUR",123,12201,12300,12250.5
24,25,49,51,50,100,"pierreG","0.50EUR",124,12301,12400,12350.5
19,27,47,53,45,100,"pierreG","0.50EUR",125,12401,12500,12450.5
19,27,45,55,47,100,"pierreG","0.50EUR",126,12501,12600,12550.5
26,24,51,49,51,100,"pierreG","0.50EUR",127,12601,12700,12650.5
34,25,58,42,51,100,"pierreG","0.50EUR",128,12701,12800,12750.5
28,23,52,48,53,100,"pierreG","0.50EUR",129,12801,12900,12850.5
22,26,48,52,48,100,"pierreG","0.50EUR",130,12901,13000,12950.5
15,29,45,55,41,100,"pierreG","0.50EUR",131,13001,13100,13050.5
23,25,48,52,50,100,"pierreG","0.50EUR",132,13101,13200,13150.5
25,27,52,48,46,100,"pierreG","0.50EUR",133,13201,13300,13250.5
33,24,57,43,52,100,"pierreG","0.50EUR",134,13301,13400,13350.5
33,22,55,45,56,100,"pierreG","0.50EUR",135,13401,13500,13450.5
20,29,49,51,42,100,"pierreG","2CHF",136,13501,13600,13550.5
30,20,50,50,60,100,"pierreG","2CHF",137,13601,13700,13650.5
25,25,50,50,50,100,"pierreG","2CHF",138,13701,13800,13750.5
31,25,56,44,50,100,"pierreG","2CHF",139,13801,13900,13850.5
24,25,49,51,50,100,"pierreG","2CHF",140,13901,14000,13950.5
32,27,59,41,46,100,"pierreG","2CHF",141,14001,14100,14050.5
25,27,52,48,46,100,"pierreG","2CHF",142,14101,14200,14150.5
20,27,48,52,45,100,"pierreG","2CHF",143,14201,14300,14250.5
24,27,50,50,47,100,"pierreG","2CHF",144,14301,14400,14350.5
26,25,51,49,50,100,"pierreG","2CHF",145,14401,14500,14450.5
23,27,49,51,47,100,"pierreG","2CHF",146,14501,14600,14550.5
21,28,50,50,43,100,"pierreG","2CHF",147,14601,14700,14650.5
29,21,50,50,58,100,"pierreG","2CHF",148,14701,14800,14750.5
24,25,50,50,49,100,"pierreG","2CHF",149,14801,14900,14850.5
27,23,49,51,55,100,"pierreG","2CHF",150,14901,15000,14950.5
28,26,54,47,49,101,"amirS","5MAD",1,1,101,51
30,25,54,46,51,100,"amirS","5MAD",2,102,201,151.5
29,25,53,47,51,100,"amirS","5MAD",3,202,301,251.5
26,23,48,52,55,100,"amirS","5MAD",4,302,401,351.5
22,28,50,50,44,100,"amirS","5MAD",5,402,501,451.5
20,33,53,47,34,100,"amirS","5MAD",6,502,601,551.5
25,27,52,48,46,100,"amirS","5MAD",7,602,701,651.5
32,24,56,44,52,100,"amirS","5MAD",8,702,801,751.5
29,22,52,48,55,100,"amirS","5MAD",9,802,901,851.5
28,21,50,50,57,100,"amirS","5MAD",10,902,1001,951.5
27,25,51,49,51,100,"amirS","2MAD",11,1002,1101,1051.5
22,26,49,51,47,100,"amirS","2MAD",12,1102,1201,1151.5
27,23,51,49,53,100,"amirS","2MAD",13,1202,1301,1251.5
24,31,54,46,39,100,"amirS","2MAD",14,1302,1401,1351.5
24,25,49,51,50,100,"amirS","2MAD",15,1402,1501,1451.5
14,27,41,59,46,100,"amirS","2MAD",16,1502,1601,1551.5
39,21,59,41,59,100,"amirS","2MAD",17,1602,1701,1651.5
20,28,49,51,43,100,"amirS","2MAD",18,1702,1801,1751.5
22,23,44,56,55,100,"amirS","2MAD",19,1802,1901,1851.5
22,23,44,56,55,100,"amirS","2MAD",20,1902,2001,1951.5
13,27,40,60,46,100,"amirS","1MAD",21,2002,2101,2051.5
26,29,55,45,42,100,"amirS","1MAD",22,2102,2201,2151.5
26,23,48,52,55,100,"amirS","1MAD",23,2202,2301,2251.5
30,27,57,43,46,100,"amirS","1MAD",24,2302,2401,2351.5
24,25,49,51,50,100,"amirS","1MAD",25,2402,2501,2451.5
17,28,45,55,44,100,"amirS","1MAD",26,2502,2601,2551.5
25,25,50,50,50,100,"amirS","1MAD",27,2602,2701,2651.5
40,21,61,39,58,100,"amirS","1MAD",28,2702,2801,2751.5
20,25,45,55,50,100,"amirS","1MAD",29,2802,2901,2851.5
25,25,51,49,49,100,"amirS","1MAD",30,2902,3001,2951.5
24,20,45,55,59,100,"amirS","0.05NZD",31,3002,3101,3051.5
27,24,52,48,51,100,"amirS","0.05NZD",32,3102,3201,3151.5
24,25,48,52,51,100,"amirS","0.05NZD",33,3202,3301,3251.5
24,24,48,52,52,100,"amirS","0.05NZD",34,3302,3401,3351.5
20,26,45,55,49,100,"amirS","0.05NZD",35,3402,3501,3451.5
24,22,46,54,56,100,"amirS","0.05NZD",36,3502,3601,3551.5
21,25,46,54,50,100,"amirS","0.05NZD",37,3602,3701,3651.5
25,26,51,49,48,100,"amirS","0.05NZD",38,3702,3801,3751.5
22,30,51,49,41,100,"amirS","0.05NZD",39,3802,3901,3851.5
23,25,49,51,49,100,"amirS","0.05NZD",40,3902,4001,3951.5
19,26,45,55,48,100,"amirS","5MAD",41,4002,4101,4051.5
30,23,53,47,54,100,"amirS","5MAD",42,4102,4201,4151.5
12,23,35,65,54,100,"amirS","5MAD",43,4202,4301,4251.5
20,22,42,58,56,100,"amirS","5MAD",44,4302,4401,4351.5
15,28,43,57,44,100,"amirS","5MAD",45,4402,4501,4451.5
33,23,56,44,54,100,"amirS","5MAD",46,4502,4601,4551.5
34,23,58,42,53,100,"amirS","5MAD",47,4602,4701,4651.5
30,24,54,46,52,100,"amirS","5MAD",48,4702,4801,4751.5
32,20,52,48,60,100,"amirS","5MAD",49,4802,4901,4851.5
20,27,46,54,47,100,"amirS","5MAD",50,4902,5001,4951.5
24,26,50,50,48,100,"amirS","2MAD",51,5002,5101,5051.5
32,25,57,43,50,100,"amirS","2MAD",52,5102,5201,5151.5
23,30,53,47,40,100,"amirS","2MAD",53,5202,5301,5251.5
29,26,55,45,48,100,"amirS","2MAD",54,5302,5401,5351.5
31,25,56,44,50,100,"amirS","2MAD",55,5402,5501,5451.5
30,19,49,51,62,100,"amirS","2MAD",56,5502,5601,5551.5
25,29,53,47,43,100,"amirS","2MAD",57,5602,5701,5651.5
23,29,52,48,42,100,"amirS","2MAD",58,5702,5801,5751.5
28,22,50,50,56,100,"amirS","2MAD",59,5802,5901,5851.5
30,20,51,49,59,100,"amirS","2MAD",60,5902,6001,5951.5
20,24,45,55,51,100,"amirS","1MAD",61,6002,6101,6051.5
30,22,53,47,55,100,"amirS","1MAD",62,6102,6201,6151.5
28,28,56,44,44,100,"amirS","1MAD",63,6202,6301,6251.5
26,26,52,48,48,100,"amirS","1MAD",64,6302,6401,6351.5
30,26,57,43,47,100,"amirS","1MAD",65,6402,6501,6451.5
29,24,54,46,51,100,"amirS","1MAD",66,6502,6601,6551.5
17,27,43,57,47,100,"amirS","1MAD",67,6602,6701,6651.5
34,27,60,40,47,100,"amirS","1MAD",68,6702,6801,6751.5
26,24,50,50,52,100,"amirS","1MAD",69,6802,6901,6851.5
19,26,44,56,49,100,"amirS","1MAD",70,6902,7001,6951.5
22,27,49,53,48,102,"amirS","0.05NZD",71,7002,7103,7052.5
28,23,52,49,54,101,"amirS","0.05NZD",72,7104,7204,7154
36,21,58,43,58,101,"amirS","0.05NZD",73,7205,7305,7255
24,25,47,54,53,101,"amirS","0.05NZD",74,7306,7406,7356
22,24,47,54,52,101,"amirS","0.05NZD",75,7407,7507,7457
34,24,56,45,55,101,"amirS","0.05NZD",76,7508,7608,7558
28,24,54,47,51,101,"amirS","0.05NZD",77,7609,7709,7659
20,26,46,55,49,101,"amirS","0.05NZD",78,7710,7810,7760
31,26,55,46,51,101,"amirS","0.05NZD",79,7811,7911,7861
16,22,39,62,56,101,"amirS","0.05NZD",80,7912,8012,7962
27,23,50,50,54,100,"amirS","0.50EUR",81,8013,8112,8062.5
16,30,46,54,40,100,"amirS","0.50EUR",82,8113,8212,8162.5
23,27,50,50,46,100,"amirS","0.50EUR",83,8213,8312,8262.5
25,26,51,49,48,100,"amirS","0.50EUR",84,8313,8412,8362.5
30,28,57,43,45,100,"amirS","0.50EUR",85,8413,8512,8462.5
31,24,54,46,53,100,"amirS","0.50EUR",86,8513,8612,8562.5
22,25,46,54,51,100,"amirS","0.50EUR",87,8613,8712,8662.5
25,24,48,52,53,100,"amirS","0.50EUR",88,8713,8812,8762.5
29,24,53,47,52,100,"amirS","0.50EUR",89,8813,8912,8862.5
32,24,57,43,51,100,"amirS","0.50EUR",90,8913,9012,8962.5
32,18,50,50,64,100,"amirS","1EUR",91,9013,9112,9062.5
28,28,55,45,45,100,"amirS","1EUR",92,9113,9212,9162.5
19,28,48,52,43,100,"amirS","1EUR",93,9213,9312,9262.5
30,30,60,40,40,100,"amirS","1EUR",94,9313,9412,9362.5
19,32,51,49,36,100,"amirS","1EUR",95,9413,9512,9462.5
19,27,46,54,46,100,"amirS","1EUR",96,9513,9612,9562.5
24,23,46,54,55,100,"amirS","1EUR",97,9613,9712,9662.5
19,25,44,56,50,100,"amirS","1EUR",98,9713,9812,9762.5
31,23,53,47,55,100,"amirS","1EUR",99,9813,9912,9862.5
23,29,51,49,43,100,"amirS","1EUR",100,9913,10012,9962.5
27,23,51,49,53,100,"amirS","1EUR",101,10013,10112,10062.5
32,23,55,45,54,100,"amirS","1EUR",102,10113,10212,10162.5
20,25,45,55,50,100,"amirS","1EUR",103,10213,10312,10262.5
26,24,51,49,51,100,"amirS","1EUR",104,10313,10412,10362.5
26,28,55,45,43,100,"amirS","1EUR",105,10413,10512,10462.5
27,23,51,49,53,100,"amirS","1EUR",106,10513,10612,10562.5
28,28,56,44,44,100,"amirS","1EUR",107,10613,10712,10662.5
31,24,56,44,51,100,"amirS","1EUR",108,10713,10812,10762.5
25,27,52,48,46,100,"amirS","1EUR",109,10813,10912,10862.5
23,27,50,50,46,100,"amirS","1EUR",110,10913,11012,10962.5
25,27,52,48,46,100,"amirS","1EUR",111,11013,11112,11062.5
15,32,47,53,36,100,"amirS","1EUR",112,11113,11212,11162.5
21,26,47,53,48,100,"amirS","1EUR",113,11213,11312,11262.5
18,24,42,58,52,100,"amirS","1EUR",114,11313,11412,11362.5
25,23,48,52,54,100,"amirS","1EUR",115,11413,11512,11462.5
21,27,48,52,46,100,"amirS","1EUR",116,11513,11612,11562.5
19,25,44,56,50,100,"amirS","1EUR",117,11613,11712,11662.5
24,26,51,49,47,100,"amirS","1EUR",118,11713,11812,11762.5
25,29,53,47,43,100,"amirS","1EUR",119,11813,11912,11862.5
26,23,50,50,53,100,"amirS","1EUR",120,11913,12012,11962.5
20,26,47,53,47,100,"amirS","0.50EUR",121,12013,12112,12062.5
24,28,52,48,44,100,"amirS","0.50EUR",122,12113,12212,12162.5
28,26,54,46,48,100,"amirS","0.50EUR",123,12213,12312,12262.5
27,26,54,46,47,100,"amirS","0.50EUR",124,12313,12412,12362.5
22,26,48,52,48,100,"amirS","0.50EUR",125,12413,12512,12462.5
29,26,55,45,48,100,"amirS","0.50EUR",126,12513,12612,12562.5
27,22,49,51,56,100,"amirS","0.50EUR",127,12613,12712,12662.5
21,27,47,53,47,100,"amirS","0.50EUR",128,12713,12812,12762.5
25,25,50,50,50,100,"amirS","0.50EUR",129,12813,12912,12862.5
25,25,50,50,50,100,"amirS","0.50EUR",130,12913,13012,12962.5
25,26,51,49,48,100,"amirS","0.50EUR",131,13013,13112,13062.5
18,25,44,56,49,100,"amirS","0.50EUR",132,13113,13212,13162.5
26,26,52,48,48,100,"amirS","0.50EUR",133,13213,13312,13262.5
21,27,48,52,46,100,"amirS","0.50EUR",134,13313,13412,13362.5
21,26,48,52,47,100,"amirS","0.50EUR",135,13413,13512,13462.5
27,30,56,44,41,100,"amirS","0.50EUR",136,13513,13612,13562.5
22,24,47,53,51,100,"amirS","0.50EUR",137,13613,13712,13662.5
33,26,59,41,48,100,"amirS","0.50EUR",138,13713,13812,13762.5
27,24,52,48,51,100,"amirS","0.50EUR",139,13813,13912,13862.5
24,20,44,56,60,100,"amirS","0.50EUR",140,13913,14012,13962.5
25,21,47,53,57,100,"amirS","2MAD",141,14013,14112,14062.5
30,20,51,49,59,100,"amirS","2MAD",142,14113,14212,14162.5
22,26,49,51,47,100,"amirS","2MAD",143,14213,14312,14262.5
19,27,46,54,46,100,"amirS","2MAD",144,14313,14412,14362.5
18,24,42,58,52,100,"amirS","2MAD",145,14413,14512,14462.5
21,21,42,58,58,100,"amirS","2MAD",146,14513,14612,14562.5
20,27,48,52,45,100,"amirS","2MAD",147,14613,14712,14662.5
26,25,51,49,50,100,"amirS","2MAD",148,14713,14812,14762.5
33,25,57,43,51,100,"amirS","2MAD",149,14813,14912,14862.5
32,22,53,47,57,100,"amirS","2MAD",150,14913,15012,14962.5
0,60,0,101,41,101,"davidV","0.20EUR",1,1,101,51
0,44,0,100,56,100,"davidV","0.20EUR",2,102,201,151.5
0,52,0,101,49,101,"davidV","0.20EUR",3,202,302,252
0,44,0,100,56,100,"davidV","0.20EUR",4,303,402,352.5
0,56,0,100,44,100,"davidV","0.20EUR",5,403,502,452.5
0,49,0,101,52,101,"davidV","0.20EUR",6,503,603,553
0,50,0,100,50,100,"davidV","0.20EUR",7,604,703,653.5
0,51,0,100,49,100,"davidV","0.20EUR",8,704,803,753.5
0,59,0,101,42,101,"davidV","0.20EUR",9,804,904,854
48,0,104,0,48,104,"davidV","1EUR",10,905,1008,956.5
57,0,104,0,57,104,"davidV","1EUR",11,1009,1112,1060.5
42,0,101,2,44,103,"davidV","1EUR",12,1113,1215,1164
0,42,0,104,62,104,"davidV","1EUR",13,1216,1319,1267.5
0,50,0,104,54,104,"davidV","1EUR",14,1320,1423,1371.5
0,55,0,101,46,101,"davidV","0.05EUR",15,1424,1524,1474
32,22,54,46,56,100,"davidV","0.05EUR",16,1525,1624,1574.5
34,22,56,44,56,100,"davidV","0.05EUR",17,1625,1724,1674.5
27,24,51,50,53,101,"davidV","0.05EUR",18,1725,1825,1775
23,27,49,51,47,100,"davidV","0.05EUR",19,1826,1925,1875.5
30,26,55,45,49,100,"davidV","0.05EUR",20,1926,2025,1975.5
33,26,59,42,49,101,"davidV","0.05EUR",21,2026,2126,2076
24,26,50,50,48,100,"davidV","0.05EUR",22,2127,2226,2176.5
25,22,47,53,56,100,"davidV","0.05EUR",23,2227,2326,2276.5
28,26,54,46,48,100,"davidV","0.05EUR",24,2327,2426,2376.5
33,22,55,46,57,101,"davidV","0.05EUR",25,2427,2527,2477
26,26,52,48,48,100,"davidV","0.05EUR",26,2528,2627,2577.5
23,25,49,51,49,100,"davidV","0.05EUR",27,2628,2727,2677.5
28,26,54,47,49,101,"davidV","0.05EUR",28,2728,2828,2778
21,28,48,52,45,100,"davidV","0.05EUR",29,2829,2928,2878.5
25,27,53,47,45,100,"davidV","0.05EUR",30,2929,3028,2978.5
25,27,52,48,46,100,"davidV","0.05EUR",31,3029,3128,3078.5
23,24,47,54,53,101,"davidV","0.05EUR",32,3129,3229,3179
11,24,35,65,52,100,"davidV","0.05EUR",33,3230,3329,3279.5
22,27,49,51,46,100,"davidV","0.05EUR",34,3330,3429,3379.5
14,29,43,58,43,101,"davidV","0.05EUR",35,3430,3530,3480
29,28,56,44,45,100,"davidV","0.05EUR",36,3531,3630,3580.5
23,25,49,51,49,100,"davidV","0.05EUR",37,3631,3730,3680.5
24,27,50,50,47,100,"davidV","0.05EUR",38,3731,3830,3780.5
25,25,50,51,51,101,"davidV","0.05EUR",39,3831,3931,3881
28,21,50,50,57,100,"davidV","0.05EUR",40,3932,4031,3981.5
24,28,52,48,44,100,"davidV","0.05EUR",41,4032,4131,4081.5
18,25,42,59,52,101,"davidV","0.05EUR",42,4132,4232,4182
36,17,53,47,66,100,"davidV","0.05EUR",43,4233,4332,4282.5
27,21,49,51,57,100,"davidV","0.05EUR",44,4333,4432,4382.5
23,25,48,53,51,101,"davidV","0.05EUR",45,4433,4533,4483
41,32,72,59,68,131,"davidV","0.50EUR",46,4534,4664,4599
22,38,60,71,55,131,"davidV","0.50EUR",47,4665,4795,4730
30,32,63,68,66,131,"davidV","0.50EUR",48,4796,4926,4861
38,22,60,41,57,101,"davidV","0.05EUR",49,4927,5027,4977
30,25,55,46,51,101,"davidV","0.50EUR",50,5028,5128,5078
25,24,49,51,52,100,"davidV","0.50EUR",51,5129,5228,5178.5
25,26,51,49,48,100,"davidV","0.50EUR",52,5229,5328,5278.5
31,21,52,48,58,100,"davidV","0.50EUR",53,5329,5428,5378.5
33,26,59,42,49,101,"davidV","0.50EUR",54,5429,5529,5479
27,26,52,48,49,100,"davidV","0.50EUR",55,5530,5629,5579.5
18,29,48,52,41,100,"davidV","0.50EUR",56,5630,5729,5679.5
29,28,57,43,44,100,"davidV","0.50EUR",57,5730,5829,5779.5
35,24,59,42,53,101,"davidV","0.50EUR",58,5830,5930,5880
18,23,41,59,54,100,"davidV","0.50EUR",59,5931,6030,5980.5
32,22,55,45,55,100,"davidV","0.50EUR",60,6031,6130,6080.5
29,23,52,48,54,100,"davidV","0.50EUR",61,6131,6230,6180.5
24,25,49,52,51,101,"davidV","0.50EUR",62,6231,6331,6281
24,26,50,51,49,101,"davidV","0.10EUR",63,6332,6432,6382
31,25,56,44,50,100,"davidV","0.10EUR",64,6433,6532,6482.5
